0	1	2	3	4	5
P21675	Homo sapiens	Metazoa	1893	False	Validation_3
P05066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	565	False	Validation_3
Q8S4F6	Arabidopsis thaliana	Viridiplantae	510	False	Validation_3
Q10SY9	Oryza sativa subsp. japonica	Viridiplantae	472	True	Validation_3
P38285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	549	False	Validation_3
Q94AQ9	Arabidopsis thaliana	Viridiplantae	260	False	Validation_3
Q12400	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293	False	Validation_3
Q8CHP0	Mus musculus	Metazoa	950	False	Validation_3
P08740	Chlamydomonas reinhardtii	Viridiplantae	382	True	Validation_3
P47174	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	117	False	Validation_3
Q62264	Mus musculus	Metazoa	150	False	Validation_3
P25578	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	521	False	Validation_3
Q9NX47	Homo sapiens	Metazoa	278	False	Validation_3
P53615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221	False	Validation_3
O76054	Homo sapiens	Metazoa	403	False	Validation_3
P38075	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	228	False	Validation_3
K7WDL7	Catharanthus roseus	Viridiplantae	388	False	Validation_3
O95229	Homo sapiens	Metazoa	277	False	Validation_3
Q24119	Drosophila melanogaster	Metazoa	1022	False	Validation_3
P35269	Homo sapiens	Metazoa	517	False	Validation_3
Q08235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291	False	Validation_3
P39706	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	426	False	Validation_3
Q53GS7	Homo sapiens	Metazoa	698	False	Validation_3
Q9H8W5	Homo sapiens	Metazoa	580	False	Validation_3
Q00202	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	678	False	Validation_3
Q12247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	151	False	Validation_3
F4K8S5	Arabidopsis thaliana	Viridiplantae	355	False	Validation_3
P0DJI6	Mus musculus	Metazoa	106	False	Validation_3
Q5T1C6	Homo sapiens	Metazoa	240	False	Validation_3
Q4V7H8	Xenopus laevis	Metazoa	296	False	Validation_3
Q9FPR3	Arabidopsis thaliana	Viridiplantae	933	False	Validation_3
P0DXC1	Homo sapiens	Metazoa	130	False	Validation_3
Q5T7W0	Homo sapiens	Metazoa	954	False	Validation_3
Q8JZU0	Mus musculus	Metazoa	352	False	Validation_3
Q9BRD0	Homo sapiens	Metazoa	619	False	Validation_3
Q3TLD5	Mus musculus	Metazoa	531	False	Validation_3
P35241	Homo sapiens	Metazoa	583	False	Validation_3
Q9UHX1	Homo sapiens	Metazoa	559	False	Validation_3
Q9ZUX4	Arabidopsis thaliana	Viridiplantae	113	False	Validation_3
Q8BH70	Mus musculus	Metazoa	621	False	Validation_3
P43897	Homo sapiens	Metazoa	325	False	Validation_3
Q9JMA2	Mus musculus	Metazoa	403	False	Validation_3
Q9UT18	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	591	False	Validation_3
P24919	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	273	False	Validation_3
P53552	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1597	False	Validation_3
P28324	Homo sapiens	Metazoa	431	False	Validation_3
O95466	Homo sapiens	Metazoa	1100	False	Validation_3
Q96D98	Homo sapiens	Metazoa	161	False	Validation_3
P29692	Homo sapiens	Metazoa	281	False	Validation_3
P0DO12	Arabidopsis thaliana	Viridiplantae	126	False	Validation_3
Q9UPN3	Homo sapiens	Metazoa	7388	False	Validation_3
Q8LDS4	Arabidopsis thaliana	Viridiplantae	319	False	Validation_3
P38074	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	348	False	Validation_3
Q969L4	Homo sapiens	Metazoa	123	False	Validation_3
O43031	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	381	False	Validation_3
P25582	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	841	False	Validation_3
Q69XJ0	Oryza sativa subsp. japonica	Viridiplantae	295	False	Validation_3
P56216	Penicillium simplicissimum	Fungi	560	False	Validation_3
P83456	Gadus morhua	Metazoa	477	False	Validation_3
Q5AL36	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	269	False	Validation_3
O74388	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	301	False	Validation_3
O70343	Mus musculus	Metazoa	797	False	Validation_3
P13468	Drosophila melanogaster	Metazoa	463	False	Validation_3
Q9SLD2	Arabidopsis thaliana	Viridiplantae	520	False	Validation_3
Q9NP94	Homo sapiens	Metazoa	309	True	Validation_3
Q9UT19	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	764	False	Validation_3
O64750	Arabidopsis thaliana	Viridiplantae	186	False	Validation_3
Q7Z7K6	Homo sapiens	Metazoa	275	False	Validation_3
Q95339	Sus scrofa	Metazoa	88	True	Validation_3
P09959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	803	False	Validation_3
A0A0B5L781	Penicillium brevicompactum	Fungi	398	False	Validation_3
O95071	Homo sapiens	Metazoa	2799	False	Validation_3
Q49MI3	Homo sapiens	Metazoa	558	False	Validation_3
Q20024	Caenorhabditis elegans	Metazoa	306	False	Validation_3
P82670	Bos taurus	Metazoa	201	False	Validation_3
P24473	Rattus norvegicus	Metazoa	226	False	Validation_3
Q9Y2T6	Homo sapiens	Metazoa	319	True	Validation_3
P81450	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	59	True	Validation_3
O17679	Caenorhabditis elegans	Metazoa	708	False	Validation_3
P53187	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	214	False	Validation_3
Q9H061	Homo sapiens	Metazoa	195	True	Validation_3
F4JZC2	Arabidopsis thaliana	Viridiplantae	680	False	Validation_3
Q96CU9	Homo sapiens	Metazoa	486	True	Validation_3
P56286	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	306	False	Validation_3
Q8TF40	Homo sapiens	Metazoa	1166	False	Validation_3
P00480	Homo sapiens	Metazoa	354	False	Validation_3
P93788	Solanum tuberosum	Viridiplantae	198	False	Validation_3
Q941Q3	Arabidopsis thaliana	Viridiplantae	524	False	Validation_3
Q9ZQS5	Cyanidium caldarium	Other	154	False	Validation_3
Q04712	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	507	False	Validation_3
Q8RXD9	Arabidopsis thaliana	Viridiplantae	955	False	Validation_3
Q9UQY9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	429	False	Validation_3
F4HQA1	Arabidopsis thaliana	Viridiplantae	589	False	Validation_3
Q61233	Mus musculus	Metazoa	627	False	Validation_3
Q8N8Q3	Homo sapiens	Metazoa	282	False	Validation_3
Q5SQP1	Mus musculus	Metazoa	306	False	Validation_3
F4HVZ5	Arabidopsis thaliana	Viridiplantae	279	False	Validation_3
P19973	Mus musculus	Metazoa	330	False	Validation_3
P01098	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	86	False	Validation_3
Q61425	Mus musculus	Metazoa	314	False	Validation_3
Q9FNQ0	Arabidopsis thaliana	Viridiplantae	625	False	Validation_3
Q9R1M5	Mus musculus	Metazoa	1163	False	Validation_3
Q8C0R7	Mus musculus	Metazoa	736	False	Validation_3
P52566	Homo sapiens	Metazoa	201	False	Validation_3
P21727	Pisum sativum	Viridiplantae	402	False	Validation_3
Q86X51	Homo sapiens	Metazoa	503	False	Validation_3
Q9CPX8	Mus musculus	Metazoa	56	True	Validation_3
Q9YH58	Gallus gallus	Metazoa	541	False	Validation_3
G5DGA8	Ips pini	Metazoa	253	False	Validation_3
Q9WU79	Mus musculus	Metazoa	599	False	Validation_3
Q8TEX9	Homo sapiens	Metazoa	1081	False	Validation_3
P39705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	539	False	Validation_3
Q06631	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	534	False	Validation_3
Q6NL34	Drosophila melanogaster	Metazoa	543	False	Validation_3
P81183	Mus musculus	Metazoa	526	False	Validation_3
F4I3P9	Arabidopsis thaliana	Viridiplantae	772	False	Validation_3
P31949	Homo sapiens	Metazoa	105	False	Validation_3
P22138	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1203	False	Validation_3
P27815	Homo sapiens	Metazoa	886	False	Validation_3
O13777	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	217	False	Validation_3
P52435	Homo sapiens	Metazoa	117	False	Validation_3
Q03079	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	207	False	Validation_3
Q92355	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1687	False	Validation_3
Q9LH52	Arabidopsis thaliana	Viridiplantae	325	False	Validation_3
Q9LUJ5	Arabidopsis thaliana	Viridiplantae	293	False	Validation_3
Q05344	Drosophila melanogaster	Metazoa	723	False	Validation_3
Q9FNC7	Arabidopsis thaliana	Viridiplantae	717	False	Validation_3
P38255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	False	Validation_3
Q9NQV6	Homo sapiens	Metazoa	1147	False	Validation_3
G5EC32	Caenorhabditis elegans	Metazoa	1005	False	Validation_3
P24226	Brassica oleracea var. capitata	Viridiplantae	469	False	Validation_3
Q99JB8	Mus musculus	Metazoa	424	False	Validation_3
P06367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137	False	Validation_3
Q8NHU3	Homo sapiens	Metazoa	365	True	Validation_3
Q9CQJ2	Mus musculus	Metazoa	290	False	Validation_3
Q8BKT7	Mus musculus	Metazoa	683	False	Validation_3
Q13315	Homo sapiens	Metazoa	3056	False	Validation_3
Q14686	Homo sapiens	Metazoa	2063	False	Validation_3
Q80W99	Mus musculus	Metazoa	395	True	Validation_3
P42774	Arabidopsis thaliana	Viridiplantae	315	False	Validation_3
Q12056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156	False	Validation_3
Q0VG06	Homo sapiens	Metazoa	881	False	Validation_3
Q08923	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	506	False	Validation_3
Q5SSJ5	Homo sapiens	Metazoa	553	False	Validation_3
P79943	Xenopus laevis	Metazoa	254	False	Validation_3
F4JTS8	Arabidopsis thaliana	Viridiplantae	2729	False	Validation_3
A6NHQ2	Homo sapiens	Metazoa	334	False	Validation_3
P22217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	103	False	Validation_3
Q6P6J4	Mus musculus	Metazoa	239	False	Validation_3
Q09728	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	411	False	Validation_3
Q93WG3	Arabidopsis thaliana	Viridiplantae	294	False	Validation_3
P21657	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	970	False	Validation_3
O74879	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	634	False	Validation_3
Q53GL0	Homo sapiens	Metazoa	409	False	Validation_3
P53692	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1140	False	Validation_3
Q12216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	726	False	Validation_3
Q9ZW33	Arabidopsis thaliana	Viridiplantae	83	False	Validation_3
Q9SXZ2	Arabidopsis thaliana	Viridiplantae	175	False	Validation_3
P38169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	460	False	Validation_3
Q8IXM6	Homo sapiens	Metazoa	262	True	Validation_3
Q9PTD5	Gallus gallus	Metazoa	335	False	Validation_3
Q13501	Homo sapiens	Metazoa	440	False	Validation_3
O60829	Homo sapiens	Metazoa	102	False	Validation_3
O88554	Mus musculus	Metazoa	559	False	Validation_3
Q1ZXQ0	Dictyostelium discoideum	Other	1019	False	Validation_3
Q8IWV1	Homo sapiens	Metazoa	398	True	Validation_3
O88845	Mus musculus	Metazoa	662	False	Validation_3
Q9VKJ3	Drosophila melanogaster	Metazoa	1411	False	Validation_3
Q08421	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	412	False	Validation_3
Q9V4C8	Drosophila melanogaster	Metazoa	1500	False	Validation_3
Q9NRR8	Homo sapiens	Metazoa	79	False	Validation_3
O94667	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	560	False	Validation_3
Q96I76	Homo sapiens	Metazoa	525	False	Validation_3
F4I3V6	Arabidopsis thaliana	Viridiplantae	192	False	Validation_3
Q9BW72	Homo sapiens	Metazoa	106	True	Validation_3
Q01593	Arabidopsis thaliana	Viridiplantae	720	False	Validation_3
Q9FXI5	Arabidopsis thaliana	Viridiplantae	794	False	Validation_3
P32445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135	False	Validation_3
Q12393	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293	False	Validation_3
Q1MTR4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424	False	Validation_3
Q8VYB9	Arabidopsis thaliana	Viridiplantae	840	False	Validation_3
O82259	Arabidopsis thaliana	Viridiplantae	225	False	Validation_3
P53309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	568	False	Validation_3
Q9USY8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	166	False	Validation_3
Q5ABU7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	564	False	Validation_3
Q12905	Homo sapiens	Metazoa	390	False	Validation_3
Q6DFQ7	Xenopus tropicalis	Metazoa	342	True	Validation_3
Q9FGX1	Arabidopsis thaliana	Viridiplantae	608	False	Validation_3
Q02685	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	241	False	Validation_3
Q9Z1A5	Rattus norvegicus	Metazoa	534	False	Validation_3
Q9FEN9	Arabidopsis thaliana	Viridiplantae	228	False	Validation_3
Q9P2P6	Homo sapiens	Metazoa	4700	False	Validation_3
Q80T11	Mus musculus	Metazoa	461	False	Validation_3
Q21773	Caenorhabditis elegans	Metazoa	489	False	Validation_3
Q61136	Mus musculus	Metazoa	1007	False	Validation_3
P63220	Homo sapiens	Metazoa	83	False	Validation_3
Q9QX75	Rattus norvegicus	Metazoa	687	True	Validation_3
Q9SAA2	Arabidopsis thaliana	Viridiplantae	271	False	Validation_3
Q9WVJ4	Rattus norvegicus	Metazoa	145	False	Validation_3
Q9UPI3	Homo sapiens	Metazoa	526	True	Validation_3
Q9LSA9	Arabidopsis thaliana	Viridiplantae	339	False	Validation_3
O94294	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	886	False	Validation_3
P38779	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	376	False	Validation_3
P03871	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	373	False	Validation_3
Q9V9V9	Drosophila melanogaster	Metazoa	200	False	Validation_3
Q8WXE1	Homo sapiens	Metazoa	791	False	Validation_3
A3KPQ7	Danio rerio	Metazoa	1378	True	Validation_3
Q02457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	562	False	Validation_3
P38850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1070	False	Validation_3
Q9VQ89	Drosophila melanogaster	Metazoa	867	False	Validation_3
Q8N4Q1	Homo sapiens	Metazoa	142	False	Validation_3
Q62924	Rattus norvegicus	Metazoa	1129	False	Validation_3
P36606	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468	True	Validation_3
Q9JJN6	Mus musculus	Metazoa	81	False	Validation_3
Q69YI7	Homo sapiens	Metazoa	327	False	Validation_3
Q9UKL0	Homo sapiens	Metazoa	485	False	Validation_3
Q9BQ83	Homo sapiens	Metazoa	275	False	Validation_3
Q9ZR07	Arabidopsis thaliana	Viridiplantae	187	False	Validation_3
Q80VY9	Mus musculus	Metazoa	698	False	Validation_3
Q94K75	Arabidopsis thaliana	Viridiplantae	401	False	Validation_3
Q9SQR5	Arabidopsis thaliana	Viridiplantae	554	False	Validation_3
Q6A028	Mus musculus	Metazoa	585	False	Validation_3
Q9Y275	Homo sapiens	Metazoa	285	True	Validation_3
O08564	Rattus norvegicus	Metazoa	282	True	Validation_3
Q9FMZ0	Arabidopsis thaliana	Viridiplantae	337	False	Validation_3
Q8N0S6	Homo sapiens	Metazoa	344	False	Validation_3
Q8VIE6	Mus musculus	Metazoa	465	True	Validation_3
Q9Y6W3	Homo sapiens	Metazoa	813	False	Validation_3
Q01804	Homo sapiens	Metazoa	1114	False	Validation_3
Q9LW57	Arabidopsis thaliana	Viridiplantae	284	False	Validation_3
Q07307	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	574	True	Validation_3
Q14690	Homo sapiens	Metazoa	1871	False	Validation_3
Q9UKK3	Homo sapiens	Metazoa	1724	False	Validation_3
P23611	Mus musculus	Metazoa	424	False	Validation_3
P16580	Gallus gallus	Metazoa	373	False	Validation_3
Q2HJ10	Mus musculus	Metazoa	371	True	Validation_3
A0A0K3AUE4	Caenorhabditis elegans	Metazoa	1968	False	Validation_3
O60381	Homo sapiens	Metazoa	514	False	Validation_3
Q6PJ21	Homo sapiens	Metazoa	355	False	Validation_3
Q8NDV2	Homo sapiens	Metazoa	337	True	Validation_3
Q96GJ1	Homo sapiens	Metazoa	504	False	Validation_3
P24752	Homo sapiens	Metazoa	427	False	Validation_3
Q7TMA4	Mus musculus	Metazoa	361	True	Validation_3
Q8NFH3	Homo sapiens	Metazoa	380	False	Validation_3
P0DPG3	Trypanosoma brucei brucei	Other	75	False	Validation_3
O17850	Caenorhabditis elegans	Metazoa	317	False	Validation_3
P87315	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1630	False	Validation_3
P48039	Homo sapiens	Metazoa	350	True	Validation_3
Q13156	Homo sapiens	Metazoa	261	False	Validation_3
Q8L6Z4	Arabidopsis thaliana	Viridiplantae	430	False	Validation_3
Q96DE5	Homo sapiens	Metazoa	110	False	Validation_3
A0A509AJL3	Plasmodium berghei (strain Anka)	Other	1087	False	Validation_3
Q9UT17	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	328	False	Validation_3
Q53R41	Homo sapiens	Metazoa	847	False	Validation_3
P34253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	313	False	Validation_3
P08638	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	886	False	Validation_3
Q9UUI2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	165	False	Validation_3
Q9XZ34	Drosophila melanogaster	Metazoa	1416	False	Validation_3
P50875	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	604	False	Validation_3
Q03372	Drosophila melanogaster	Metazoa	515	False	Validation_3
B9FDE0	Oryza sativa subsp. japonica	Viridiplantae	494	False	Validation_3
Q12487	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	163	False	Validation_3
P34224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	193	False	Validation_3
Q9W6V6	Gallus gallus	Metazoa	2705	False	Validation_3
Q9UK33	Homo sapiens	Metazoa	172	False	Validation_3
Q06707	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	132	False	Validation_3
Q96RL7	Homo sapiens	Metazoa	3174	False	Validation_3
Q96NW4	Homo sapiens	Metazoa	1050	False	Validation_3
Q2HJJ1	Bos taurus	Metazoa	256	False	Validation_3
P39880	Homo sapiens	Metazoa	1505	False	Validation_3
Q8CEG0	Mus musculus	Metazoa	392	True	Validation_3
P18263	Chlamydomonas reinhardtii	Viridiplantae	46	True	Validation_3
Q9BSJ6	Homo sapiens	Metazoa	248	False	Validation_3
Q8R507	Mus musculus	Metazoa	461	True	Validation_3
P32380	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	944	False	Validation_3
A0A075TMP0	Penicillium expansum	Fungi	340	False	Validation_3
A0A0D1CRC9	Mycosarcoma maydis	Fungi	534	False	Validation_3
P53297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	722	False	Validation_3
Q22002	Caenorhabditis elegans	Metazoa	582	False	Validation_3
P00973	Homo sapiens	Metazoa	400	False	Validation_3
Q9CR14	Mus musculus	Metazoa	375	False	Validation_3
P93740	Arabidopsis thaliana	Viridiplantae	280	False	Validation_3
P07270	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	312	False	Validation_3
Q10360	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	97	False	Validation_3
Q02825	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467	False	Validation_3
Q9SYD8	Arabidopsis thaliana	Viridiplantae	210	False	Validation_3
Q8R3P9	Mus musculus	Metazoa	1054	False	Validation_3
Q9C107	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	815	False	Validation_3
Q6ZRQ5	Homo sapiens	Metazoa	1243	False	Validation_3
P35435	Rattus norvegicus	Metazoa	273	False	Validation_3
Q9SRP6	Arabidopsis thaliana	Viridiplantae	194	False	Validation_3
O13702	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	450	False	Validation_3
Q6UWU4	Homo sapiens	Metazoa	347	True	Validation_3
O43313	Homo sapiens	Metazoa	823	False	Validation_3
Q9NYX4	Homo sapiens	Metazoa	217	True	Validation_3
Q9JIY2	Mus musculus	Metazoa	491	False	Validation_3
P37382	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	297	False	Validation_3
Q96AP0	Homo sapiens	Metazoa	458	False	Validation_3
P48987	Drosophila melanogaster	Metazoa	312	False	Validation_3
Q12363	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	437	False	Validation_3
Q08297	Mus musculus	Metazoa	339	False	Validation_3
A0A075TRB3	Penicillium expansum	Fungi	259	False	Validation_3
P36552	Mus musculus	Metazoa	443	False	Validation_3
Q9UBY9	Homo sapiens	Metazoa	170	False	Validation_3
P21580	Homo sapiens	Metazoa	790	False	Validation_3
Q93092	Mus musculus	Metazoa	337	False	Validation_3
P10627	Drosophila melanogaster	Metazoa	490	False	Validation_3
P47171	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1648	False	Validation_3
Q06152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	274	False	Validation_3
Q9C000	Homo sapiens	Metazoa	1473	False	Validation_3
Q15642	Homo sapiens	Metazoa	601	False	Validation_3
Q9UHA3	Homo sapiens	Metazoa	163	False	Validation_3
D3ZK93	Rattus norvegicus	Metazoa	322	True	Validation_3
Q5SWZ9	Mus musculus	Metazoa	221	True	Validation_3
P98078	Mus musculus	Metazoa	766	False	Validation_3
A8MQL1	Arabidopsis thaliana	Viridiplantae	1082	False	Validation_3
Q12143	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	216	False	Validation_3
Q9URV9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	124	False	Validation_3
O74846	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	752	False	Validation_3
Q6NVG5	Mus musculus	Metazoa	214	False	Validation_3
Q9UTR1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1018	False	Validation_3
Q2VLK6	Trypanosoma cruzi (strain CL Brener)	Other	358	False	Validation_3
O13297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	549	False	Validation_3
Q91WV7	Mus musculus	Metazoa	685	True	Validation_3
Q2VUH8	Komagataella pastoris	Fungi	323	False	Validation_3
P43616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	481	False	Validation_3
P47007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382	False	Validation_3
P19407	Spinacia oleracea	Viridiplantae	62	True	Validation_3
Q9NZ09	Homo sapiens	Metazoa	502	False	Validation_3
O13988	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	555	False	Validation_3
Q7FAD5	Oryza sativa subsp. japonica	Viridiplantae	869	False	Validation_3
Q9XVI2	Caenorhabditis elegans	Metazoa	811	False	Validation_3
P53919	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492	False	Validation_3
O96626	Dictyostelium discoideum	Other	138	False	Validation_3
Q8WVY7	Homo sapiens	Metazoa	318	False	Validation_3
Q965W2	Caenorhabditis elegans	Metazoa	407	False	Validation_3
Q96N11	Homo sapiens	Metazoa	449	False	Validation_3
Q8WWY6	Homo sapiens	Metazoa	194	False	Validation_3
Q9SPI9	Chlamydomonas reinhardtii	Viridiplantae	115	True	Validation_3
Q04311	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632	False	Validation_3
Q7JM44	Caenorhabditis elegans	Metazoa	2242	False	Validation_3
P15291	Homo sapiens	Metazoa	398	True	Validation_3
P06838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210	False	Validation_3
P0CT69	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	176	False	Validation_3
P38848	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	579	False	Validation_3
P33749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630	False	Validation_3
Q05900	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	231	False	Validation_3
Q96VH4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	193	False	Validation_3
P38770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471	False	Validation_3
Q15004	Homo sapiens	Metazoa	111	False	Validation_3
P54857	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326	False	Validation_3
O74880	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	360	False	Validation_3
Q23405	Caenorhabditis elegans	Metazoa	842	False	Validation_3
Q5VWG9	Homo sapiens	Metazoa	929	False	Validation_3
Q19614	Caenorhabditis elegans	Metazoa	433	False	Validation_3
Q06011	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	112	True	Validation_3
P19263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1082	False	Validation_3
P36094	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363	False	Validation_3
Q8WYA6	Homo sapiens	Metazoa	563	False	Validation_3
Q7Z3E1	Homo sapiens	Metazoa	657	False	Validation_3
Q86XA0	Homo sapiens	Metazoa	190	False	Validation_3
Q12493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238	False	Validation_3
O74504	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	791	False	Validation_3
Q6B0I6	Homo sapiens	Metazoa	523	False	Validation_3
Q95QD7	Caenorhabditis elegans	Metazoa	435	False	Validation_3
P13653	Hordeum vulgare	Viridiplantae	388	False	Validation_3
Q64318	Mus musculus	Metazoa	1117	False	Validation_3
Q9ESV1	Rattus norvegicus	Metazoa	1051	False	Validation_3
Q5SV85	Mus musculus	Metazoa	1306	False	Validation_3
Q15560	Homo sapiens	Metazoa	299	False	Validation_3
Q9C0U3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	109	False	Validation_3
Q00453	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211	False	Validation_3
Q86WB7	Homo sapiens	Metazoa	457	True	Validation_3
